,Time,Load (kW),Pressure_kpa,Cloud Cover (%),Humidity (%),Temperature (C) ,Wind Direction (deg),Wind Speed (kmh)
0,2020-10-01 00:00:00,999939.2521370698,1003.75,100.0,99.5,11.70688621745121,298.875,12.355
1,2020-10-01 01:00:00,982697.1221370698,1003.1375,100.0,99.41666666666666,11.72938621745121,45.75,14.59375
2,2020-10-01 02:00:00,974827.4761370698,1002.6125,100.0,99.41666666666667,9.344386217451214,69.75,13.38
3,2020-10-01 03:00:00,966338.3801370698,1002.4125,100.0,98.5,9.509386217451214,275.25,13.635
4,2020-10-01 04:00:00,964017.6381370698,1002.1375,100.0,98.08333333333333,10.05938621745121,267.875,13.905
5,2020-10-01 05:00:00,970375.8901370697,1002.3,100.0,95.41666666666667,11.05438621745121,56.875,16.44875
6,2020-10-01 06:00:00,984047.0201370697,1002.65,100.0,97.58333333333333,12.11688621745121,287.0,10.095
7,2020-10-01 07:00:00,1023469.61213707,1003.2125,100.0,98.16666666666666,12.36688621745121,335.5,13.09375
8,2020-10-01 08:00:00,1110039.18013707,1003.9,99.625,97.5,12.99938621745121,310.25,7.295000000000001
9,2020-10-01 09:00:00,1203248.53013707,1003.9625,98.25,94.75,14.77188621745121,334.875,10.63
10,2020-10-01 10:00:00,1249203.37813707,1003.7375,79.375,91.08333333333333,17.35938621745121,346.875,13.60875
11,2020-10-01 11:00:00,1283399.43213707,1003.0,76.875,90.33333333333333,19.29188621745121,338.125,12.21
12,2020-10-01 12:00:00,1296648.20013707,1002.225,77.25,88.0,21.19688621745122,312.625,11.10375
13,2020-10-01 13:00:00,1287649.03013707,1000.9125,75.25,85.58333333333331,22.42688621745121,322.5,9.9275
14,2020-10-01 14:00:00,1298706.80613707,999.9125,76.875,85.75,22.16938621745122,307.125,10.48
15,2020-10-01 15:00:00,1267964.02413707,999.625,79.625,86.83333333333333,21.48688621745121,299.875,9.436250000000001
16,2020-10-01 16:00:00,1253452.00613707,999.875,97.625,91.83333333333334,19.73688621745121,324.375,9.661249999999999
17,2020-10-01 17:00:00,1218182.37813707,1000.025,98.0,95.08333333333333,17.66438621745122,300.25,2.48
18,2020-10-01 18:00:00,1174087.46613707,1000.525,83.375,95.41666666666666,15.60438621745121,264.875,7.4775
19,2020-10-01 19:00:00,1137407.39213707,1001.4,92.5,95.24999999999999,15.38438621745121,104.875,10.935
20,2020-10-01 20:00:00,1108376.30413707,1002.075,93.125,96.99999999999999,12.90938621745121,199.875,8.995
21,2020-10-01 21:00:00,1073003.81213707,1002.225,92.125,95.58333333333331,13.77188621745121,166.75,7.866249999999999
22,2020-10-01 22:00:00,1045860.88413707,1001.975,90.875,97.66666666666667,13.83688621745122,108.75,10.24125
23,2020-10-01 23:00:00,1021833.20013707,1001.6625,93.25,98.25,13.42938621745121,100.5,10.42
24,2020-10-02 00:00:00,1011530.65213707,1001.3,78.125,98.0,13.28688621745121,121.875,10.19875
25,2020-10-02 01:00:00,996098.0921370699,1000.7375,81.5,97.0,13.35438621745121,89.625,7.5875
26,2020-10-02 02:00:00,976051.5601370698,1000.2625,80.875,90.91666666666667,14.18938621745122,97.875,10.3125
27,2020-10-02 03:00:00,945546.2181370697,1000.175,79.375,91.66666666666666,13.72688621745121,96.875,9.7425
28,2020-10-02 04:00:00,949752.6721370697,1000.225,78.375,93.33333333333333,12.91938621745121,99.5,8.372499999999999
29,2020-10-02 05:00:00,951403.4081370698,1000.5625,82.75,90.75000000000001,14.48938621745121,78.25,10.7525
30,2020-10-02 06:00:00,956376.8061370698,1001.2875,81.375,90.58333333333333,14.72188621745121,69.875,8.3825
31,2020-10-02 07:00:00,994854.1701370699,1002.0875,77.75,92.25,14.10188621745121,89.375,4.595
32,2020-10-02 08:00:00,1078670.33613707,1002.725,58.625,90.33333333333333,15.42938621745122,95.0,6.4575
33,2020-10-02 09:00:00,1173551.96413707,1003.0875,51.625,82.5,20.29438621745121,94.125,13.99125
34,2020-10-02 10:00:00,1230397.92813707,1003.05,50.125,76.83333333333333,23.43688621745121,105.875,18.9025
35,2020-10-02 11:00:00,1251911.90813707,1002.725,50.5,76.83333333333333,25.13688621745121,130.5,17.9125
36,2020-10-02 12:00:00,1256829.61613707,1002.1375,56.625,75.41666666666667,25.20938621745122,144.875,17.27875
37,2020-10-02 13:00:00,1249577.01013707,1001.2375,59.75,79.33333333333333,23.15688621745121,158.25,15.43375
38,2020-10-02 14:00:00,1247272.72213707,1000.5125,60.375,79.0,22.06938621745121,164.75,14.745
39,2020-10-02 15:00:00,1232662.83613707,1000.125,80.125,82.16666666666667,20.61688621745122,163.5,13.34
40,2020-10-02 16:00:00,1216589.90613707,1000.45,79.75,83.33333333333331,20.76438621745121,172.625,12.62375
41,2020-10-02 17:00:00,1186199.70613707,1001.175,80.625,84.58333333333333,19.77938621745121,159.125,12.94
42,2020-10-02 18:00:00,1160062.90013707,1002.0,81.625,87.75,17.36188621745121,99.75,13.20625
43,2020-10-02 19:00:00,1118552.86213707,1002.975,82.25,86.83333333333334,17.80938621745121,122.75,11.77375
44,2020-10-02 20:00:00,1087819.45413707,1004.325,84.875,88.66666666666669,16.26688621745121,123.625,16.92375
45,2020-10-02 21:00:00,1056372.83213707,1004.6875,75.25,83.66666666666669,17.15188621745121,135.625,18.095
46,2020-10-02 22:00:00,1035464.66413707,1004.5875,70.25,84.66666666666669,16.14688621745121,139.375,17.4825
47,2020-10-02 23:00:00,1001943.12813707,1004.35,70.0,84.66666666666669,15.93438621745122,144.375,17.5175
48,2020-10-03 00:00:00,994648.4721370698,1004.2625,64.25,84.91666666666669,15.72688621745121,153.5,18.6675
49,2020-10-03 01:00:00,977650.8441370698,1003.95,61.875,86.41666666666669,14.27938621745121,158.125,17.1125
50,2020-10-03 02:00:00,964805.4641370698,1003.85,67.0,85.08333333333333,13.81438621745122,157.0,19.74125
51,2020-10-03 03:00:00,955082.9021370698,1003.325,67.875,85.24999999999999,13.77688621745121,153.625,18.0625
52,2020-10-03 04:00:00,952440.5461370697,1003.775,47.125,85.16666666666666,13.90938621745121,145.75,16.69125
53,2020-10-03 05:00:00,956945.3001370698,1004.2125,22.625,84.58333333333333,14.20438621745121,135.5,11.80375
54,2020-10-03 06:00:00,955029.8021370696,1004.95,23.0,85.83333333333333,13.66938621745121,129.875,14.63625
55,2020-10-03 07:00:00,979781.1841370697,1005.6125,29.375,83.75,15.45688621745122,135.75,13.71375
56,2020-10-03 08:00:00,1035669.20613707,1006.425,37.875,82.58333333333333,16.50688621745121,136.75,14.18375
57,2020-10-03 09:00:00,1097304.49813707,1006.625,62.875,79.08333333333334,18.88438621745122,155.25,15.81
58,2020-10-03 10:00:00,1152811.92413707,1006.4,63.625,76.08333333333333,21.71938621745121,157.875,18.13375
59,2020-10-03 11:00:00,1174004.72613707,1006.0375,51.875,76.5,23.10688621745122,139.0,20.45875
60,2020-10-03 12:00:00,1170019.94013707,1005.7875,82.125,77.41666666666666,23.13188621745122,167.375,16.7575
61,2020-10-03 13:00:00,1154450.99213707,1004.6875,75.375,80.16666666666667,22.14688621745121,162.25,16.11375
62,2020-10-03 14:00:00,1155846.88013707,1004.2,73.75,80.83333333333334,21.58438621745121,173.0,18.3775
63,2020-10-03 15:00:00,1158417.47613707,1004.025,71.875,80.91666666666667,21.14188621745122,184.5,20.39375
64,2020-10-03 16:00:00,1147436.34013707,1004.075,70.875,78.33333333333334,21.30188621745121,183.0,16.33375
65,2020-10-03 17:00:00,1125947.01413707,1004.5375,69.0,77.58333333333333,20.68688621745122,185.75,17.9425
66,2020-10-03 18:00:00,1120793.84013707,1005.3,59.0,79.0,18.72938621745121,187.875,19.3475
67,2020-10-03 19:00:00,1101701.25413707,1006.025,45.125,85.75,16.68438621745121,171.0,15.16625
68,2020-10-03 20:00:00,1084221.12213707,1006.825,44.625,84.0,16.48188621745121,164.375,16.04375
69,2020-10-03 21:00:00,1055960.74213707,1007.275,40.625,84.25,16.17688621745121,179.75,16.3
70,2020-10-03 22:00:00,1030327.73013707,1007.1,52.5,86.0,15.04688621745122,170.625,17.3375
71,2020-10-03 23:00:00,1001837.00213707,1006.775,46.875,86.41666666666667,15.10438621745121,169.375,16.2375
72,2020-10-04 00:00:00,992026.0401370698,1006.5625,45.5,86.83333333333334,15.08688621745121,163.75,10.39875
73,2020-10-04 01:00:00,977419.8261370697,1006.3375,42.375,87.49999999999999,14.60938621745122,155.875,10.7125
74,2020-10-04 02:00:00,965907.0141370698,1006.2,50.875,89.33333333333331,13.16438621745121,140.5,11.835
75,2020-10-04 03:00:00,956727.3581370697,1006.025,49.5,89.33333333333331,12.81688621745121,135.5,12.4025
76,2020-10-04 04:00:00,952843.2261370698,1005.975,48.75,89.33333333333331,12.69938621745121,132.0,11.8725
77,2020-10-04 05:00:00,948582.0021370697,1006.4375,43.375,88.75000000000001,12.81438621745122,153.125,10.79
78,2020-10-04 06:00:00,944552.1461370699,1007.2,44.625,88.41666666666667,13.31688621745121,144.125,11.0475
79,2020-10-04 07:00:00,948497.5741370699,1008.0875,52.625,87.83333333333334,13.91188621745121,133.25,12.10875
