,time,load_kw,pressure_kpa,cloud_cover,humidity,temperature_c,wind_direction,wind_speed_kmh,date,datetime,month,hour,type_of_day
25896,2020-03-01 00:00:00,1015285.04813707,1011.3625,30.125,69.66666666666666,7.869386217451215,210.875,6.313750000000001,2020-03-01,00:00:00,3,0,7
25897,2020-03-01 01:00:00,1000785.04813707,1010.8125,38.625,68.66666666666666,6.786886217451213,77.25,6.7475,2020-03-01,01:00:00,3,1,7
25898,2020-03-01 02:00:00,988785.0481370698,1010.25,42.375,69.08333333333334,6.174386217451215,48.375,4.29375,2020-03-01,02:00:00,3,2,7
25899,2020-03-01 03:00:00,980285.0481370698,1010.0875,45.25,69.33333333333334,5.776886217451214,64.125,3.0325,2020-03-01,03:00:00,3,3,7
25900,2020-03-01 04:00:00,975785.0481370698,1009.875,46.75,68.75,4.811886217451214,60.125,3.16125,2020-03-01,04:00:00,3,4,7
25901,2020-03-01 05:00:00,977285.0481370698,1009.825,56.75,69.0,4.929386217451214,108.375,7.59625,2020-03-01,05:00:00,3,5,7
25902,2020-03-01 06:00:00,981285.0481370698,1010.175,58.125,66.33333333333334,5.354386217451216,80.375,5.16125,2020-03-01,06:00:00,3,6,7
25903,2020-03-01 07:00:00,979785.0481370698,1011.0875,56.25,61.08333333333334,7.111886217451215,107.5,5.447500000000001,2020-03-01,07:00:00,3,7,7
25904,2020-03-01 08:00:00,999285.0481370698,1011.825,47.75,58.83333333333334,8.879386217451215,74.875,3.13875,2020-03-01,08:00:00,3,8,7
25905,2020-03-01 09:00:00,1025285.04813707,1012.3625,28.125,56.5,13.84688621745121,123.0,2.3825,2020-03-01,09:00:00,3,9,7
25906,2020-03-01 10:00:00,1042785.04813707,1012.6625,32.5,51.66666666666667,21.64188621745122,96.5,5.46125,2020-03-01,10:00:00,3,10,7
25907,2020-03-01 11:00:00,1053785.04813707,1012.6,44.5,48.91666666666667,26.44188621745121,48.75,8.5775,2020-03-01,11:00:00,3,11,7
25908,2020-03-01 12:00:00,1056785.04813707,1011.7,33.0,48.08333333333333,27.99938621745121,33.375,14.10875,2020-03-01,12:00:00,3,12,7
25909,2020-03-01 13:00:00,1054285.04813707,1010.4375,13.25,47.75,28.87188621745121,276.25,16.635,2020-03-01,13:00:00,3,13,7
25910,2020-03-01 14:00:00,1052785.04813707,1009.275,3.25,47.99999999999999,29.44438621745121,301.875,16.69625,2020-03-01,14:00:00,3,14,7
25911,2020-03-01 15:00:00,1043785.04813707,1008.5125,11.0,53.16666666666667,27.00938621745121,272.25,22.32875,2020-03-01,15:00:00,3,15,7
25912,2020-03-01 16:00:00,1043285.04813707,1008.2625,11.625,58.33333333333333,24.00438621745121,299.0,24.1275,2020-03-01,16:00:00,3,16,7
25913,2020-03-01 17:00:00,1039785.04813707,1008.3875,24.0,59.83333333333334,22.68688621745121,294.875,20.36875,2020-03-01,17:00:00,3,17,7
25914,2020-03-01 18:00:00,1051785.04813707,1008.975,39.75,58.58333333333333,21.40938621745121,311.625,17.2775,2020-03-01,18:00:00,3,18,7
25915,2020-03-01 19:00:00,1065285.04813707,1009.6375,59.125,58.58333333333334,20.13688621745121,300.375,11.93625,2020-03-01,19:00:00,3,19,7
25916,2020-03-01 20:00:00,1061785.04813707,1010.35,70.875,60.75,18.69438621745121,298.625,8.71875,2020-03-01,20:00:00,3,20,7
25917,2020-03-01 21:00:00,1054285.04813707,1010.8,64.875,61.08333333333334,18.05938621745121,134.75,8.60125,2020-03-01,21:00:00,3,21,7
25918,2020-03-01 22:00:00,1043285.04813707,1011.1875,51.5,61.91666666666669,17.13938621745121,21.75,5.87125,2020-03-01,22:00:00,3,22,7
25919,2020-03-01 23:00:00,1028785.04813707,1011.25,48.375,64.25,15.47938621745121,93.25,2.22875,2020-03-01,23:00:00,3,23,7
25920,2020-03-02 00:00:00,1005271.85413707,1010.9375,40.0,62.16666666666668,15.11438621745121,99.875,5.05625,2020-03-02,00:00:00,3,0,1
25921,2020-03-02 01:00:00,996787.7961370698,1010.6,23.5,64.83333333333334,13.36688621745121,99.75,4.850000000000001,2020-03-02,01:00:00,3,1,1
25922,2020-03-02 02:00:00,987277.0121370698,1010.2,11.25,68.5,11.08688621745121,106.5,3.45,2020-03-02,02:00:00,3,2,1
25923,2020-03-02 03:00:00,983193.2221370698,1009.675,7.375,67.75,10.45188621745121,113.0,6.7325,2020-03-02,03:00:00,3,3,1
25924,2020-03-02 04:00:00,982758.2561370698,1009.125,6.125,69.16666666666667,9.149386217451212,89.875,4.34875,2020-03-02,04:00:00,3,4,1
25925,2020-03-02 05:00:00,988219.4561370697,1009.25,2.875,67.5,8.324386217451213,89.875,8.475,2020-03-02,05:00:00,3,5,1
25926,2020-03-02 06:00:00,1018506.30213707,1010.05,1.0,65.0,9.029386217451213,90.875,9.27375,2020-03-02,06:00:00,3,6,1
25927,2020-03-02 07:00:00,1083625.36613707,1011.1625,0.375,62.50000000000001,10.36188621745121,81.25,6.0825,2020-03-02,07:00:00,3,7,1
25928,2020-03-02 08:00:00,1188131.24213707,1012.025,0.0,59.66666666666667,13.25188621745121,91.0,4.495,2020-03-02,08:00:00,3,8,1
25929,2020-03-02 09:00:00,1277210.60613707,1012.4625,0.0,56.58333333333333,19.73688621745121,96.125,5.845000000000001,2020-03-02,09:00:00,3,9,1
25930,2020-03-02 10:00:00,1324423.20413707,1012.6,0.0,53.25,26.31688621745121,109.5,6.76375,2020-03-02,10:00:00,3,10,1
25931,2020-03-02 11:00:00,1342065.98413707,1012.45,0.0,50.91666666666666,30.10438621745121,121.25,10.24625,2020-03-02,11:00:00,3,11,1
25932,2020-03-02 12:00:00,1351003.34413707,1011.725,0.0,50.33333333333333,31.56188621745121,120.5,13.8825,2020-03-02,12:00:00,3,12,1
25933,2020-03-02 13:00:00,1337494.60413707,1010.6375,0.0,50.0,31.67188621745121,300.5,20.65875,2020-03-02,13:00:00,3,13,1
25934,2020-03-02 14:00:00,1344023.85613707,1009.75,0.0,54.25,29.22688621745121,270.5,25.5,2020-03-02,14:00:00,3,14,1
25935,2020-03-02 15:00:00,1334934.60813707,1009.3125,0.0,57.66666666666666,26.99688621745121,258.75,23.775,2020-03-02,15:00:00,3,15,1
25936,2020-03-02 16:00:00,1327052.49013707,1009.2125,0.0,58.33333333333333,25.75688621745122,329.375,19.13875,2020-03-02,16:00:00,3,16,1
25937,2020-03-02 17:00:00,1300828.13013707,1009.575,0.0,60.25000000000001,24.04188621745121,322.875,16.6925,2020-03-02,17:00:00,3,17,1
25938,2020-03-02 18:00:00,1261475.87013707,1010.5,0.0,60.66666666666667,21.91438621745121,326.25,13.945,2020-03-02,18:00:00,3,18,1
25939,2020-03-02 19:00:00,1212104.71213707,1011.375,0.0,60.0,20.04188621745121,345.0,9.3475,2020-03-02,19:00:00,3,19,1
25940,2020-03-02 20:00:00,1161675.24013707,1012.2625,0.0,61.33333333333333,18.09438621745122,330.875,5.037500000000001,2020-03-02,20:00:00,3,20,1
25941,2020-03-02 21:00:00,1130521.32613707,1012.7875,0.0,60.91666666666666,17.47438621745121,147.25,4.43375,2020-03-02,21:00:00,3,21,1
25942,2020-03-02 22:00:00,1104989.48213707,1012.9875,0.0,58.75,17.49688621745121,41.125,5.296250000000001,2020-03-02,22:00:00,3,22,1
25943,2020-03-02 23:00:00,1071967.14613707,1012.95,0.0,59.33333333333333,16.61438621745121,63.125,2.19375,2020-03-02,23:00:00,3,23,1
25944,2020-03-03 00:00:00,1050285.04813707,1012.6375,0.0,61.41666666666667,15.24688621745121,46.625,1.7625,2020-03-03,00:00:00,3,0,2
25945,2020-03-03 01:00:00,1038785.04813707,1012.025,7.5,62.41666666666667,14.28188621745121,36.375,2.2025,2020-03-03,01:00:00,3,1,2
25946,2020-03-03 02:00:00,1029285.04813707,1011.45,4.5,62.08333333333333,13.13188621745122,40.625,2.32625,2020-03-03,02:00:00,3,2,2
25947,2020-03-03 03:00:00,1021285.04813707,1010.8625,0.0,65.25,11.29438621745121,155.0,4.2425,2020-03-03,03:00:00,3,3,2
25948,2020-03-03 04:00:00,1018785.04813707,1010.8125,7.5,69.08333333333334,10.42688621745121,120.125,3.0925,2020-03-03,04:00:00,3,4,2
25949,2020-03-03 05:00:00,1024285.04813707,1011.125,12.0,69.58333333333333,9.039386217451217,70.75,1.97375,2020-03-03,05:00:00,3,5,2
25950,2020-03-03 06:00:00,1043285.04813707,1012.0625,4.5,67.91666666666666,9.639386217451214,81.125,2.17875,2020-03-03,06:00:00,3,6,2
25951,2020-03-03 07:00:00,1099785.04813707,1013.0,7.5,63.91666666666666,11.91438621745121,94.75,2.1825,2020-03-03,07:00:00,3,7,2
25952,2020-03-03 08:00:00,1199285.04813707,1013.6,13.875,63.16666666666668,13.48438621745121,84.5,2.11625,2020-03-03,08:00:00,3,8,2
25953,2020-03-03 09:00:00,1291285.04813707,1013.8125,7.5,60.16666666666666,17.98938621745121,60.25,3.8675,2020-03-03,09:00:00,3,9,2
25954,2020-03-03 10:00:00,1336785.04813707,1013.825,1.125,55.91666666666667,24.68688621745121,70.75,5.6175,2020-03-03,10:00:00,3,10,2
25955,2020-03-03 11:00:00,1351285.04813707,1013.3875,0.0,52.33333333333334,29.45688621745121,74.875,10.85,2020-03-03,11:00:00,3,11,2
25956,2020-03-03 12:00:00,1351785.04813707,1012.4,0.0,50.08333333333334,32.29688621745122,233.875,15.73875,2020-03-03,12:00:00,3,12,2
25957,2020-03-03 13:00:00,1340285.04813707,1011.325,0.0,55.08333333333333,29.41438621745122,295.0,23.5725,2020-03-03,13:00:00,3,13,2
25958,2020-03-03 14:00:00,1356285.04813707,1010.45,0.0,59.16666666666667,25.76938621745121,282.625,25.35125,2020-03-03,14:00:00,3,14,2
25959,2020-03-03 15:00:00,1349785.04813707,1010.05,0.0,61.5,24.50438621745121,287.625,24.7475,2020-03-03,15:00:00,3,15,2
25960,2020-03-03 16:00:00,1332785.04813707,1010.05,0.0,63.75000000000001,23.82688621745121,298.375,22.54375,2020-03-03,16:00:00,3,16,2
25961,2020-03-03 17:00:00,1300785.04813707,1010.65,0.0,63.08333333333333,23.08188621745121,302.375,21.25875,2020-03-03,17:00:00,3,17,2
25962,2020-03-03 18:00:00,1256785.04813707,1011.3125,0.0,64.66666666666667,21.11938621745121,311.625,16.83875,2020-03-03,18:00:00,3,18,2
